plot_category,Tumour,GeneID,Symbol,informative_allele,expression
ctvt,3130T,ENSCAFG00000012077,KCNH1,B,12.2170503831918
ht_only,3130T,ENSCAFG00000012077,KCNH1,B,15.3312004808681
ctvt,3130T,ENSCAFG00000012077,KCNH1,A,33.0579010368718
ctvt,3130T,ENSCAFG00000012107,RCOR3,B,43.7578013724777
host,3130T,ENSCAFG00000012120,TRAF5,B,17.8287573639385
ht_only,3130T,ENSCAFG00000012120,TRAF5,B,0.479100015027128
ctvt,3130T,ENSCAFG00000012120,TRAF5,B,2.87460009016277
ctvt,3130T,ENSCAFG00000028996,ENSCAFG00000028996,B,0
host,3130T,ENSCAFG00000043821,ENSCAFG00000043821,B,3.75342260293442
ctvt,3130T,ENSCAFG00000043821,ENSCAFG00000043821,B,0.479100015027128
ctvt,3130T,ENSCAFG00000012155,LPGAT1,B,15.01180047085
ht_only,3130T,ENSCAFG00000012155,LPGAT1,B,0
ctvt,3130T,ENSCAFG00000012176,INTS7,A,82.1656525771524
ctvt,3130T,ENSCAFG00000012176,INTS7,B,57.0129017882282
host,3130T,ENSCAFG00000012176,INTS7,B,11.2602678088033
ctvt,3130T,ENSCAFG00000012260,DTL,B,59.4084018633638
ctvt,3130T,ENSCAFG00000014709,TXNDC16,B,21.7192006812298
ctvt,3130T,ENSCAFG00000014721,GPR137C,B,0
ht_only,3130T,ENSCAFG00000014721,GPR137C,B,0
ctvt,3130T,ENSCAFG00000014750,ERO1A,B,181.099805680254
ht_only,3130T,ENSCAFG00000014750,ERO1A,B,322.913410128284
ht_only,3130T,ENSCAFG00000014750,ERO1A,A,206.971206491719
ctvt,3130T,ENSCAFG00000046488,SMURF2,B,23.4759007363293
ctvt,3130T,ENSCAFG00000003978,PGR,B,0
ctvt,3130T,ENSCAFG00000003991,ARHGAP42,B,73.7814023141777
ctvt,3130T,ENSCAFG00000047045,ENSCAFG00000047045,B,0
ctvt,3130T,ENSCAFG00000004018,CNTN5,B,0
ht_only,3130T,ENSCAFG00000024867,TRIM22,A,0
host,3130T,ENSCAFG00000024867,TRIM22,B,78.8218746616229
ctvt,3130T,ENSCAFG00000024867,TRIM22,B,0
ctvt,3130T,ENSCAFG00000029611,OR52H9,A,0
ht_only,3130T,ENSCAFG00000029611,OR52H9,B,0
ht_and_ctvt,3130T,ENSCAFG00000029611,OR52H9,A,0
host,3130T,ENSCAFG00000029611,OR52H9,B,12.5114086764481
ht_only,3130T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3130T,ENSCAFG00000041265,OR52H7,B,0
host,3130T,ENSCAFG00000006276,OR52D3,B,2.50228173528961
ctvt,3130T,ENSCAFG00000006276,OR52D3,B,0
ctvt,3130T,ENSCAFG00000006276,OR52D3,A,0
ctvt,3130T,ENSCAFG00000043331,OR52U1,B,0
ctvt,3130T,ENSCAFG00000010238,ADCY2,B,3.35370010518989
ctvt,3131T,ENSCAFG00000000267,TNFAIP3,B,18.5196822524146
ht_only,3131T,ENSCAFG00000000267,TNFAIP3,A,6.08310730918726
ht_only,3131T,ENSCAFG00000030892,PERP,A,0
ctvt,3131T,ENSCAFG00000030892,PERP,B,0.608310730918727
ctvt,3131T,ENSCAFG00000000272,ARFGEF3,B,16.728545100265
ht_only,3131T,ENSCAFG00000000272,ARFGEF3,B,38.5263462915193
ctvt,3131T,ENSCAFG00000000272,ARFGEF3,A,27.9822936222614
ctvt,3131T,ENSCAFG00000000274,HEBP2,B,62.0476945537101
host,3131T,ENSCAFG00000000275,NHSL1,B,17.1348595197718
ctvt,3131T,ENSCAFG00000000275,NHSL1,B,83.9468808667843
ht_only,3131T,ENSCAFG00000000275,NHSL1,B,8.51635023286217
ctvt,3131T,ENSCAFG00000000277,CCDC28A,B,64.480937477385
host,3131T,ENSCAFG00000046446,ECT2L,B,0
ht_only,3131T,ENSCAFG00000046446,ECT2L,B,0
ctvt,3131T,ENSCAFG00000046446,ECT2L,B,1.21662146183745
ctvt,3131T,ENSCAFG00000000281,ABRACL,B,15.2077682729682
ht_and_ctvt,3131T,ENSCAFG00000000281,ABRACL,A,13.9911468111307
host,3131T,ENSCAFG00000000281,ABRACL,B,0
ctvt,3131T,ENSCAFG00000000281,ABRACL,A,54.7479657826854
ctvt,3131T,ENSCAFG00000000282,HECA,B,114.7679579
ctvt,3131T,ENSCAFG00000000283,TXLNB,B,0
ctvt,3131T,ENSCAFG00000000285,CITED2,B,172.760247580918
ht_only,3131T,ENSCAFG00000000285,CITED2,A,12.1662146183745
ctvt,3131T,ENSCAFG00000044240,ENSCAFG00000044240,B,0
ht_only,3131T,ENSCAFG00000000291,ENSCAFG00000000291,B,0
host,3131T,ENSCAFG00000000291,ENSCAFG00000000291,A,0
ht_only,3131T,ENSCAFG00000000291,ENSCAFG00000000291,A,0
host,3131T,ENSCAFG00000000291,ENSCAFG00000000291,B,0
ctvt,3131T,ENSCAFG00000010274,CHI3L1,B,0
ctvt,3131T,ENSCAFG00000010274,CHI3L1,A,0.608310730918727
ht_only,3131T,ENSCAFG00000010274,CHI3L1,B,0
ctvt,3131T,ENSCAFG00000010288,MYBPH,B,0
ht_only,3131T,ENSCAFG00000010288,MYBPH,B,0
ctvt,3131T,ENSCAFG00000010298,ADORA1,B,0
ht_only,3131T,ENSCAFG00000010298,ADORA1,B,0
ctvt,3131T,ENSCAFG00000010321,PPFIA4,B,26.765672160424
ctvt,3131T,ENSCAFG00000010330,TMEM183A,B,326.054551772437
ctvt,3131T,ENSCAFG00000010333,ENSCAFG00000010333,B,0.608310730918727
ctvt,3131T,ENSCAFG00000010350,CYB5R1,B,0
ctvt,3131T,ENSCAFG00000010368,ADIPOR1,B,47.4482370116607
ht_only,3131T,ENSCAFG00000010368,ADIPOR1,B,58.3978301681978
ctvt,3131T,ENSCAFG00000030897,RABIF,B,69.3474233247348
ht_only,3131T,ENSCAFG00000030897,RABIF,A,96.1130954851588
ctvt,3131T,ENSCAFG00000010412,ENSCAFG00000010412,B,19.0604029021201
ctvt,3131T,ENSCAFG00000030988,ENSCAFG00000030988,B,0
ctvt,3131T,ENSCAFG00000010452,KDM5B,B,98.8504937742931
host,3131T,ENSCAFG00000010497,PPP1R12B,A,0
ctvt,3131T,ENSCAFG00000010497,PPP1R12B,B,59.6144516300352
ht_only,3131T,ENSCAFG00000010521,LGR6,A,3.64986438551236
ctvt,3131T,ENSCAFG00000010521,LGR6,B,0.608310730918727
host,3131T,ENSCAFG00000010570,ENSCAFG00000010570,B,6.8539438079087
ht_only,3131T,ENSCAFG00000010570,ENSCAFG00000010570,B,13.382836080212
ctvt,3131T,ENSCAFG00000010570,ENSCAFG00000010570,B,4.74482370116607
ctvt,3131T,ENSCAFG00000010591,PTPN7,B,372.69170780954
ctvt,3131T,ENSCAFG00000025108,GPR37L1,B,0
ctvt,3131T,ENSCAFG00000010602,ELF3,B,1.52077682729682
ctvt,3131T,ENSCAFG00000010602,ELF3,A,108.279310103533
host,3131T,ENSCAFG00000010602,ELF3,A,164.494651389809
ctvt,3131T,ENSCAFG00000010545,RNPEP,B,122.270456914664
ctvt,3131T,ENSCAFG00000010612,TIMM17A,B,79.0803950194345
host,3131T,ENSCAFG00000043167,ENSCAFG00000043167,A,1.71348595197718
ht_only,3131T,ENSCAFG00000043167,ENSCAFG00000043167,A,0
host,3131T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,3131T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,3131T,ENSCAFG00000010649,IPO9,B,163.838356860777
ctvt,3131T,ENSCAFG00000010744,NAV1,B,44.6673879560322
ht_only,3131T,ENSCAFG00000010744,NAV1,B,81.5136379431094
ctvt,3131T,ENSCAFG00000029227,CSRP1,B,0.405540487279151
host,3131T,ENSCAFG00000029227,CSRP1,A,524.326701305016
ctvt,3131T,ENSCAFG00000010798,TNNT2,B,0
ctvt,3131T,ENSCAFG00000030784,LAD1,B,0
ht_and_ctvt,3131T,ENSCAFG00000030784,LAD1,A,12.5717551056537
host,3131T,ENSCAFG00000030784,LAD1,B,65.9692091511213
ctvt,3131T,ENSCAFG00000010784,TNNI1,B,0
ctvt,3131T,ENSCAFG00000032578,ENSCAFG00000032578,B,0
ctvt,3131T,ENSCAFG00000032627,ENSCAFG00000032627,B,0
ctvt,3131T,ENSCAFG00000010884,CACNA1S,B,0
ht_and_ctvt,3131T,ENSCAFG00000010884,CACNA1S,A,0
host,3131T,ENSCAFG00000010884,CACNA1S,B,0
ht_only,3131T,ENSCAFG00000010884,CACNA1S,A,0
host,3131T,ENSCAFG00000024839,KIF21B,B,37.3539937531024
ctvt,3131T,ENSCAFG00000024839,KIF21B,B,85.4676576940811
ht_only,3131T,ENSCAFG00000024839,KIF21B,A,123.487078376502
ctvt,3131T,ENSCAFG00000029682,ENSCAFG00000029682,B,1.21662146183745
ctvt,3131T,ENSCAFG00000011082,CAMSAP2,B,45.9274601843639
ctvt,3131T,ENSCAFG00000011120,DDX59,B,10.037127060159
host,3131T,ENSCAFG00000011140,KIF14,B,3.42697190395435
ctvt,3131T,ENSCAFG00000011140,KIF14,A,63.061545771908
ctvt,3131T,ENSCAFG00000011140,KIF14,B,49.2731692044169
ht_only,3131T,ENSCAFG00000011151,ZNF281,B,94.8964740233213
ctvt,3131T,ENSCAFG00000011151,ZNF281,B,57.1812087063603
ctvt,3131T,ENSCAFG00000011176,NR5A2,B,0
ctvt,3131T,ENSCAFG00000042607,ENSCAFG00000042607,A,0
ht_only,3131T,ENSCAFG00000011176,NR5A2,B,0
ctvt,3131T,ENSCAFG00000011339,LHX9,B,0
ht_and_ctvt,3131T,ENSCAFG00000011339,LHX9,B,0.608310730918727
host,3131T,ENSCAFG00000011339,LHX9,A,0
ht_only,3131T,ENSCAFG00000011339,LHX9,B,0
ctvt,3131T,ENSCAFG00000032715,C7H1orf53,B,30.4155365459363
host,3131T,ENSCAFG00000032715,C7H1orf53,B,34.2697190395435
ht_only,3131T,ENSCAFG00000032715,C7H1orf53,B,6.08310730918726
host,3131T,ENSCAFG00000011342,ENSCAFG00000011342,B,0
host,3131T,ENSCAFG00000011353,DENND1B,B,0
ctvt,3131T,ENSCAFG00000011353,DENND1B,B,102.601743281625
ht_only,3131T,ENSCAFG00000011353,DENND1B,B,137.478225187632
ctvt,3131T,ENSCAFG00000011365,CRB1,B,0
ht_only,3131T,ENSCAFG00000011365,CRB1,A,0
host,3131T,ENSCAFG00000011365,CRB1,B,0
ctvt,3131T,ENSCAFG00000011365,CRB1,A,0
ht_only,3131T,ENSCAFG00000011365,CRB1,B,0
ht_only,3131T,ENSCAFG00000011381,ZBTB41,B,32.8487794696112
ctvt,3131T,ENSCAFG00000011403,ASPM,B,45.9274601843639
ht_and_ctvt,3131T,ENSCAFG00000011403,ASPM,A,137.478225187632
ht_only,3131T,ENSCAFG00000011403,ASPM,B,107.062688641696
host,3131T,ENSCAFG00000011403,ASPM,B,13.7078876158174
ctvt,3131T,ENSCAFG00000011416,F13B,B,0
ht_only,3131T,ENSCAFG00000011416,F13B,B,0
ctvt,3131T,ENSCAFG00000029661,CFHR5,B,0
ctvt,3131T,ENSCAFG00000029661,CFHR5,A,0
ctvt,3131T,ENSCAFG00000011429,DYRK3,B,30.2496336193221
ht_and_ctvt,3131T,ENSCAFG00000011429,DYRK3,A,2.43324292367491
host,3131T,ENSCAFG00000011429,DYRK3,B,0
ht_only,3131T,ENSCAFG00000011429,DYRK3,A,20.6825648512367
ctvt,3131T,ENSCAFG00000011429,DYRK3,A,43.6462949434186
ht_only,3131T,ENSCAFG00000011443,IL10,B,0
ctvt,3131T,ENSCAFG00000011443,IL10,B,14.5994575420494
host,3131T,ENSCAFG00000014787,ENSCAFG00000014787,B,0
ctvt,3131T,ENSCAFG00000014787,ENSCAFG00000014787,B,0
ht_and_ctvt,3131T,ENSCAFG00000014787,ENSCAFG00000014787,B,0
ctvt,3131T,ENSCAFG00000011450,IL19,B,0
ht_and_ctvt,3131T,ENSCAFG00000011459,IL20,A,0
host,3131T,ENSCAFG00000011459,IL20,B,0
ctvt,3131T,ENSCAFG00000011459,IL20,B,0
ht_only,3131T,ENSCAFG00000011459,IL20,A,0
host,3131T,ENSCAFG00000011466,IL24,B,6.28278182391631
ht_and_ctvt,3131T,ENSCAFG00000011466,IL24,A,0
ctvt,3131T,ENSCAFG00000011466,IL24,B,0
ht_and_ctvt,3131T,ENSCAFG00000011474,FCMR,A,25.9545911858657
host,3131T,ENSCAFG00000011474,FCMR,B,99.3821852146762
ctvt,3131T,ENSCAFG00000011474,FCMR,B,0
ctvt,3131T,ENSCAFG00000011474,FCMR,A,0
ctvt,3131T,ENSCAFG00000011496,PIGR,B,0
ht_only,3131T,ENSCAFG00000011496,PIGR,A,2.43324292367491
ctvt,3131T,ENSCAFG00000011518,FCAMR,A,0
ctvt,3131T,ENSCAFG00000011518,FCAMR,B,0
host,3131T,ENSCAFG00000011518,FCAMR,B,0
ht_only,3131T,ENSCAFG00000011518,FCAMR,B,0
host,3131T,ENSCAFG00000011523,C7H1orf116,A,148.502115838022
host,3131T,ENSCAFG00000011523,C7H1orf116,B,113.090072830494
ctvt,3131T,ENSCAFG00000011523,C7H1orf116,B,0
ht_and_ctvt,3131T,ENSCAFG00000011523,C7H1orf116,B,0.101385121819788
ht_only,3131T,ENSCAFG00000011523,C7H1orf116,B,0
ht_and_ctvt,3131T,ENSCAFG00000011526,YOD1,B,43.7983726261483
ctvt,3131T,ENSCAFG00000011526,YOD1,B,26.765672160424
ht_and_ctvt,3131T,ENSCAFG00000011550,PFKFB2,A,50.8953311535335
host,3131T,ENSCAFG00000011550,PFKFB2,B,61.2571227831841
ctvt,3131T,ENSCAFG00000025093,C4BPB,B,0.405540487279151
host,3131T,ENSCAFG00000025093,C4BPB,B,0
ht_only,3131T,ENSCAFG00000025093,C4BPB,B,0
ctvt,3131T,ENSCAFG00000024982,C4BPA,A,0
ctvt,3131T,ENSCAFG00000024748,CD55,B,0
ht_only,3131T,ENSCAFG00000024748,CD55,B,6.89418828374557
host,3131T,ENSCAFG00000024748,CD55,A,102.809157118631
host,3131T,ENSCAFG00000024748,CD55,B,119.944016638402
ht_only,3131T,ENSCAFG00000024748,CD55,A,0
ctvt,3131T,ENSCAFG00000045372,ENSCAFG00000045372,B,0
ht_only,3131T,ENSCAFG00000046356,ENSCAFG00000046356,B,0
ctvt,3131T,ENSCAFG00000046356,ENSCAFG00000046356,A,0
ctvt,3131T,ENSCAFG00000046356,ENSCAFG00000046356,B,0.173803065976779
ctvt,3131T,ENSCAFG00000011630,ENSCAFG00000011630,B,1.35180162426384
ctvt,3131T,ENSCAFG00000011630,ENSCAFG00000011630,A,3.89318867787985
ctvt,3131T,ENSCAFG00000014256,ENSCAFG00000014256,B,0
ctvt,3131T,ENSCAFG00000025063,ENSCAFG00000025063,B,150.861061267844
ctvt,3131T,ENSCAFG00000011722,CD34,B,0
host,3131T,ENSCAFG00000011756,PLXNA2,A,17.1348595197718
ctvt,3131T,ENSCAFG00000011756,PLXNA2,B,0
ht_only,3131T,ENSCAFG00000011756,PLXNA2,B,0
host,3131T,ENSCAFG00000011756,PLXNA2,B,44.5506347514066
ctvt,3131T,ENSCAFG00000011909,CAMK1G,B,0
ctvt,3131T,ENSCAFG00000011913,LAMB3,B,0.760388413648408
ht_and_ctvt,3131T,ENSCAFG00000011913,LAMB3,A,15.2077682729682
ctvt,3131T,ENSCAFG00000011913,LAMB3,A,0
ctvt,3131T,ENSCAFG00000030095,G0S2,B,2.43324292367491
host,3131T,ENSCAFG00000011925,HSD11B1,B,0
ctvt,3131T,ENSCAFG00000011943,TRAF3IP3,B,2.43324292367491
ht_and_ctvt,3131T,ENSCAFG00000011943,TRAF3IP3,A,44.6094536007066
host,3131T,ENSCAFG00000011943,TRAF3IP3,B,30.8427471355892
ctvt,3131T,ENSCAFG00000030526,C7H1orf74,B,69.3474233247348
ht_only,3131T,ENSCAFG00000030526,C7H1orf74,A,122.878767645583
host,3131T,ENSCAFG00000030526,C7H1orf74,B,37.6966909434979
ctvt,3131T,ENSCAFG00000011971,IRF6,B,2.43324292367491
host,3131T,ENSCAFG00000011971,IRF6,B,41.1236628474522
ht_and_ctvt,3131T,ENSCAFG00000011971,IRF6,B,0
host,3131T,ENSCAFG00000011971,IRF6,A,49.6910926073381
ht_only,3131T,ENSCAFG00000011971,IRF6,B,0
host,3131T,ENSCAFG00000011997,UTP25,B,0
ctvt,3131T,ENSCAFG00000011997,UTP25,B,88.8133667141341
ht_only,3131T,ENSCAFG00000011997,UTP25,B,124.09538910742
ctvt,3131T,ENSCAFG00000012004,ENSCAFG00000012004,B,34.0654009314487
host,3131T,ENSCAFG00000012024,SYT14,B,0
ctvt,3131T,ENSCAFG00000012024,SYT14,B,19.4659433893993
ht_only,3131T,ENSCAFG00000012024,SYT14,B,0
ht_and_ctvt,3131T,ENSCAFG00000012024,SYT14,B,40.7568189715547
ctvt,3131T,ENSCAFG00000031193,SERTAD4,B,3.44709414187278
ht_and_ctvt,3131T,ENSCAFG00000031193,SERTAD4,A,4.46094536007066
host,3131T,ENSCAFG00000031193,SERTAD4,B,5.14045785593153
ht_and_ctvt,3131T,ENSCAFG00000012038,HHAT,B,5.27202633462896
host,3131T,ENSCAFG00000012038,HHAT,A,22.2753173757033
ctvt,3131T,ENSCAFG00000012038,HHAT,B,4.98814799353356
ctvt,3131T,ENSCAFG00000012038,HHAT,A,3.95401975097172
ctvt,3131T,ENSCAFG00000012077,KCNH1,B,28.7933745968197
ctvt,3131T,ENSCAFG00000012077,KCNH1,A,67.5224911319786
ctvt,3131T,ENSCAFG00000012107,RCOR3,B,31.6321580077738
host,3131T,ENSCAFG00000012120,TRAF5,B,27.4157752316348
ctvt,3131T,ENSCAFG00000012120,TRAF5,B,1.21662146183745
ctvt,3131T,ENSCAFG00000028996,ENSCAFG00000028996,B,0
ctvt,3131T,ENSCAFG00000043821,ENSCAFG00000043821,B,0
ctvt,3131T,ENSCAFG00000012155,LPGAT1,B,22.5074970439929
ctvt,3131T,ENSCAFG00000012155,LPGAT1,A,0
ht_only,3131T,ENSCAFG00000012155,LPGAT1,A,0
ht_only,3131T,ENSCAFG00000012155,LPGAT1,B,0
ctvt,3131T,ENSCAFG00000012176,INTS7,A,54.7479657826854
ctvt,3131T,ENSCAFG00000012176,INTS7,B,45.0149940879858
ht_and_ctvt,3131T,ENSCAFG00000012176,INTS7,A,57.1812087063603
host,3131T,ENSCAFG00000012176,INTS7,B,17.9916024957603
ctvt,3131T,ENSCAFG00000012260,DTL,B,44.406683357067
ht_only,3131T,ENSCAFG00000012260,DTL,B,80.2970164812719
host,3131T,ENSCAFG00000012296,ENSCAFG00000012296,B,0
ht_only,3131T,ENSCAFG00000012296,ENSCAFG00000012296,B,2.43324292367491
ctvt,3131T,ENSCAFG00000014709,TXNDC16,B,16.8299302220848
ctvt,3131T,ENSCAFG00000014721,GPR137C,B,0.608310730918727
ht_only,3131T,ENSCAFG00000014721,GPR137C,B,0
ctvt,3131T,ENSCAFG00000014750,ERO1A,B,208.650580705123
ht_only,3131T,ENSCAFG00000014750,ERO1A,B,343.087252238162
ht_and_ctvt,3131T,ENSCAFG00000014750,ERO1A,A,162.4189651553
ctvt,3131T,ENSCAFG00000046488,SMURF2,B,8.82050559832154
ctvt,3131T,ENSCAFG00000003978,PGR,B,0
ctvt,3131T,ENSCAFG00000003991,ARHGAP42,B,46.2316155498232
ctvt,3131T,ENSCAFG00000047045,ENSCAFG00000047045,B,0
ctvt,3131T,ENSCAFG00000004018,CNTN5,B,0.405540487279151
ctvt,3131T,ENSCAFG00000024867,TRIM22,B,0
ht_only,3131T,ENSCAFG00000024867,TRIM22,B,20.6825648512367
ht_only,3131T,ENSCAFG00000029611,OR52H9,B,0
ht_only,3131T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3131T,ENSCAFG00000041265,OR52H7,B,0
ctvt,3131T,ENSCAFG00000006276,OR52D3,B,0
ht_and_ctvt,3131T,ENSCAFG00000006276,OR52D3,A,0
host,3131T,ENSCAFG00000006276,OR52D3,B,0
ht_only,3131T,ENSCAFG00000006276,OR52D3,B,0
ctvt,3131T,ENSCAFG00000043331,OR52U1,B,0
ctvt,3131T,ENSCAFG00000010238,ADCY2,B,9.73297169469962
ctvt,3132T,ENSCAFG00000000267,TNFAIP3,B,26.0452846157479
ht_only,3132T,ENSCAFG00000000267,TNFAIP3,A,6.41316053352586
host,3132T,ENSCAFG00000030892,PERP,B,616.621220908554
ctvt,3132T,ENSCAFG00000030892,PERP,B,0
ctvt,3132T,ENSCAFG00000000272,ARFGEF3,B,9.39069935266286
ht_only,3132T,ENSCAFG00000000272,ARFGEF3,B,13.7424868575554
host,3132T,ENSCAFG00000000272,ARFGEF3,A,7.44037672287848
ht_only,3132T,ENSCAFG00000000272,ARFGEF3,A,17.4071500195702
ctvt,3132T,ENSCAFG00000000274,HEBP2,B,49.4729526871995
host,3132T,ENSCAFG00000000274,HEBP2,B,68.823484686626
ctvt,3132T,ENSCAFG00000000275,NHSL1,B,110.672827492846
host,3132T,ENSCAFG00000000275,NHSL1,A,26.2738303026646
ht_only,3132T,ENSCAFG00000000275,NHSL1,B,40.3112947821625
ht_and_ctvt,3132T,ENSCAFG00000000275,NHSL1,B,100.320154060154
host,3132T,ENSCAFG00000000275,NHSL1,B,24.1812243493551
ctvt,3132T,ENSCAFG00000000277,CCDC28A,B,45.8082895251847
ht_and_ctvt,3132T,ENSCAFG00000046446,ECT2L,A,0
host,3132T,ENSCAFG00000046446,ECT2L,B,0
ht_only,3132T,ENSCAFG00000046446,ECT2L,B,0
ctvt,3132T,ENSCAFG00000046446,ECT2L,B,6.41316053352586
host,3132T,ENSCAFG00000000281,ABRACL,B,5.58028254215886
ctvt,3132T,ENSCAFG00000000281,ABRACL,B,59.5507763827401
host,3132T,ENSCAFG00000000282,HECA,A,52.0826370601494
ht_only,3132T,ENSCAFG00000000282,HECA,A,176.819997567213
ctvt,3132T,ENSCAFG00000000285,CITED2,B,268.436576617582
ht_only,3132T,ENSCAFG00000000285,CITED2,A,10.0778236955406
ctvt,3132T,ENSCAFG00000044240,ENSCAFG00000044240,B,0
ht_only,3132T,ENSCAFG00000000291,ENSCAFG00000000291,B,0
host,3132T,ENSCAFG00000000291,ENSCAFG00000000291,A,0
ht_only,3132T,ENSCAFG00000000291,ENSCAFG00000000291,A,0
host,3132T,ENSCAFG00000000291,ENSCAFG00000000291,B,0
ctvt,3132T,ENSCAFG00000010274,CHI3L1,B,0
ctvt,3132T,ENSCAFG00000010274,CHI3L1,A,0
ht_and_ctvt,3132T,ENSCAFG00000010274,CHI3L1,A,0
host,3132T,ENSCAFG00000010274,CHI3L1,B,10.2305179939579
ht_only,3132T,ENSCAFG00000010274,CHI3L1,B,0
ctvt,3132T,ENSCAFG00000010288,MYBPH,B,0
ht_only,3132T,ENSCAFG00000010288,MYBPH,B,0
ctvt,3132T,ENSCAFG00000010298,ADORA1,B,0
ht_only,3132T,ENSCAFG00000010298,ADORA1,B,0
ctvt,3132T,ENSCAFG00000010321,PPFIA4,B,19.6975644958294
ctvt,3132T,ENSCAFG00000010330,TMEM183A,B,206.137302863331
ht_and_ctvt,3132T,ENSCAFG00000010330,TMEM183A,A,230.568390610096
host,3132T,ENSCAFG00000010330,TMEM183A,B,113.465745023897
ctvt,3132T,ENSCAFG00000010333,ENSCAFG00000010333,B,0.458082895251847
ctvt,3132T,ENSCAFG00000010350,CYB5R1,B,0
ctvt,3132T,ENSCAFG00000010368,ADIPOR1,B,33.5927456518021
ht_only,3132T,ENSCAFG00000010368,ADIPOR1,B,42.1436263631699
ctvt,3132T,ENSCAFG00000030897,RABIF,B,101.350840574471
ctvt,3132T,ENSCAFG00000010412,ENSCAFG00000010412,B,15.5748184385628
ctvt,3132T,ENSCAFG00000030988,ENSCAFG00000030988,B,0
ctvt,3132T,ENSCAFG00000010452,KDM5B,B,107.283014067983
host,3132T,ENSCAFG00000010497,PPP1R12B,A,27.9014127107943
ht_and_ctvt,3132T,ENSCAFG00000010497,PPP1R12B,A,10.841295187627
ht_and_ctvt,3132T,ENSCAFG00000010497,PPP1R12B,B,18.3233158100739
ctvt,3132T,ENSCAFG00000010497,PPP1R12B,B,58.5773502303299
host,3132T,ENSCAFG00000010497,PPP1R12B,B,0.93004709035981
host,3132T,ENSCAFG00000010521,LGR6,B,5.11525899697896
ctvt,3132T,ENSCAFG00000010521,LGR6,B,1.08794687622314
ctvt,3132T,ENSCAFG00000010521,LGR6,A,0.458082895251847
ht_and_ctvt,3132T,ENSCAFG00000010521,LGR6,A,0.916165790503694
ht_only,3132T,ENSCAFG00000010570,ENSCAFG00000010570,B,9.16165790503694
ctvt,3132T,ENSCAFG00000010570,ENSCAFG00000010570,B,3.2981968458133
host,3132T,ENSCAFG00000010570,ENSCAFG00000010570,A,0
ctvt,3132T,ENSCAFG00000010570,ENSCAFG00000010570,A,15.5748184385628
ht_and_ctvt,3132T,ENSCAFG00000010570,ENSCAFG00000010570,A,8.70357500978509
host,3132T,ENSCAFG00000010570,ENSCAFG00000010570,B,2.79014127107943
ctvt,3132T,ENSCAFG00000010591,PTPN7,B,179.110412043472
ht_and_ctvt,3132T,ENSCAFG00000010591,PTPN7,B,18.3233158100739
host,3132T,ENSCAFG00000010591,PTPN7,A,14.880753445757
ctvt,3132T,ENSCAFG00000025108,GPR37L1,B,0
ht_and_ctvt,3132T,ENSCAFG00000010602,ELF3,B,16.9490671243183
host,3132T,ENSCAFG00000010602,ELF3,A,279.014127107943
ctvt,3132T,ENSCAFG00000010602,ELF3,B,6.71854913036042
ht_and_ctvt,3132T,ENSCAFG00000010602,ELF3,A,19.2394816005776
host,3132T,ENSCAFG00000010602,ELF3,B,292.96483346334
ctvt,3132T,ENSCAFG00000010545,RNPEP,B,84.7453356215917
ctvt,3132T,ENSCAFG00000010545,RNPEP,A,215.298960768368
ctvt,3132T,ENSCAFG00000010612,TIMM17A,B,94.3650764218805
ht_only,3132T,ENSCAFG00000043167,ENSCAFG00000043167,B,0.916165790503694
ht_and_ctvt,3132T,ENSCAFG00000043167,ENSCAFG00000043167,A,0.916165790503694
host,3132T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,3132T,ENSCAFG00000043167,ENSCAFG00000043167,B,0
ctvt,3132T,ENSCAFG00000010649,IPO9,B,176.209220373544
ctvt,3132T,ENSCAFG00000010744,NAV1,B,30.9969425787083
ht_only,3132T,ENSCAFG00000010744,NAV1,B,63.2154395447549
ctvt,3132T,ENSCAFG00000029227,CSRP1,B,0.229041447625923
ctvt,3132T,ENSCAFG00000029227,CSRP1,A,0
ctvt,3132T,ENSCAFG00000010798,TNNT2,B,0
ht_and_ctvt,3132T,ENSCAFG00000010798,TNNT2,A,0
host,3132T,ENSCAFG00000010798,TNNT2,B,0
ctvt,3132T,ENSCAFG00000030784,LAD1,B,0
ctvt,3132T,ENSCAFG00000010784,TNNI1,A,0
ctvt,3132T,ENSCAFG00000010784,TNNI1,B,0
ctvt,3132T,ENSCAFG00000032578,ENSCAFG00000032578,B,0
host,3132T,ENSCAFG00000010884,CACNA1S,B,0
ctvt,3132T,ENSCAFG00000010884,CACNA1S,B,0.101796198944855
host,3132T,ENSCAFG00000010884,CACNA1S,A,0
ctvt,3132T,ENSCAFG00000024839,KIF21B,B,53.8705484816172
host,3132T,ENSCAFG00000024839,KIF21B,B,29.7615068915139
host,3132T,ENSCAFG00000029682,ENSCAFG00000029682,A,0.93004709035981
ht_and_ctvt,3132T,ENSCAFG00000029682,ENSCAFG00000029682,B,0.458082895251847
host,3132T,ENSCAFG00000011082,CAMSAP2,A,158.108005361168
ctvt,3132T,ENSCAFG00000011082,CAMSAP2,B,65.3531597225968
